at,userName,response,score,label
2023-07-15 18:49:57,Mamis Waruwu,"Pelayanan kurang tegas terhadap penjual, pengiriman lama bangat. Barang kosong. Saya minta di cancel malah gak di cancel. Ini salah tokopedia bukan salah penjualan, karna sudah tau estimasi yg ditetapkan malah di ubah² dari tanggal 9 gw pesan dgn estimasi sampai tanggal 11-12 sekarang estimasi tgl 19-20. Pantesan aja sepi pembeli di tokopedia. Pelayanannya tidak benar. Dimana² pelayanan itu yang utama bukan cuannya. Camkan itu!!!",1,Negatif
2023-07-15 16:43:36,Dy M,Jelek. Bagusan Yg sebelah. Komplen ga ribet. Klo d sini. Ketika ada keluhan Dengan pesanan Pihak apk Macam tak Ada tindakan.,1,Negatif
2023-07-15 15:51:06,Nicky Adi Adrian,"Saya trasaksi sudah 2 kali karena ada promo, ketika sudah di check out, sudah di bayar, selang satu detik lansung dibatalkan oleh Tokopedia dengan alasan trasaksi gagal. Dan untuk refund 2x24 jam ngelawak apa gimana",1,Negatif
2023-07-15 13:58:17,wahyu,"Makin sini bukannya dipermudah malah makin dipersulit, contohnya pas chekout pakai nomor baru dan menggunakan promo malah pesanan dibatalkan oleh sistem dikarenakan ""pesanan tidak memenuhi syarat"" padahal proses pembayaran sudah dilakukan, setidaknya kalo proses nya mau dibatalin karna ""tidak sesuai syarat"" itu dilakuin sebelum proses pembayaran dilakukan, bukan setelah pembayaran, kalo bisa bedaain mana pengguna baru dan yang engga Tolong perbaiki buat kedepan nya",1,Negatif
2023-07-15 10:19:43,Cibai Eza,"Saldo tertahan chat via cs ga di respon. Sudah di jelaskan via telepon masi saja di persulit ini itu. Makin lama makin ribet. order ke cancel tarik saldo di tahan, mulai gajelas",1,Negatif
2023-07-15 10:19:09,kadek Squad,"belibet,,, gue order barang dari tanggal 17 mei sampai 30 mei belum sampai sampai juga,,, perhatikan rekanan exspedisinya,, agar pelayanan lebih baik. Ternyata bintang 1 banyak,, ini ulah rekanan expedisi yang bikin kecewa,,",1,Negatif
2023-07-15 10:18:38,Lourince Suriani,"Tadinya tdk pernah ada masalah belanja dsini. Tapi makin lama makin tidak menyenangkan. Pesanan yg dikirim via si cepat sampai butuh waktu 11 hari.. estimasi diperpanjang dengan semena2. Sdh malas belanja di toped, sudah ongkir mahal lama lagi",1,Negatif
2023-07-15 09:23:06,Lestari Puspita,"Kapok belanja menggunakan platform ini, mau komplain saja membutuhkan waktu yang sangat lama kalau bukan karena saya masih menabung emas di dsini mungkin sudah saya hapus aplikasi nya🙏",5,Positif
2023-07-15 09:09:03,Rochmad Faizin,"Seller dan ekspedisi buruk dalam pelayanan,barang yg dikirim tidak sesuai dng barang di deskripsi,main kirim tanpa konfirm ke pembeli,sudah ajukan retour dan disetujui tp barang tidk di pick up,suruh datang ke kantor ekspedisi untuk kirim manual,lha kalo punya waktu ngapain kita beli di onlen.",1,Negatif
2023-07-15 07:55:38,Widya Nurmalasari,"Utk pembayaran apapun di Tokopedia kenapa ada biaya tambahan ya yaitu biaya layanan,,, jadi males dh klw byr apapun klw ada biaya layanan. Tolong donk min di ilangin biaya tambahan ya",2,Negatif
2023-07-15 00:05:01,Bhucek Junior,"Dari dulu saya pake tokped makin kesini makin tidak enak saja , semakin ribet harga semakin mahal di tambah biaya aplikasi dan lainnya , points yg tidak bisa dipakai semua , mungkin saya tidak akan pake tokped lagi beralih ke e-commerce sebelah",1,Negatif
2023-07-14 23:51:52,Tech New,"Tolong Tokopedia untuk kurir rekomendasi leboh selektif, apalagi untuk kurir lionparcel, luar biasa lama pengiriman kurir lion oarcel, harusnya jangan di gunakan lagi kurir seperti itu,",4,Netral
2023-07-14 19:07:24,Gusdek Jerinx,Saya sebagai pengguna baru merasa d tipu... Mau coba2 promo pengguna baru... 2 akun saya gagal pas pake promo...meski gagal pembelian hitungan saya bukan pengguna baru...jadinya gak dapat promo Promo tipu2... 2 x mencoba merasakan belanja d online d batalkan.... Mengecewakan.....,1,Negatif
2023-07-14 18:15:04,Af'alul Mubarok,"Sangat tidak memuaskan, belanja pulsa aja ribet kadang gagal terus, dan prosesnya lama",1,Negatif
2023-07-14 18:04:20,Handaru Tengoro Mukti,"Mohon Daftar Transaksi jangan dibatasi 2 tahun saja, setidaknya dapat tersimpan hingga 5 tahun. Beberapa barang untuk klaim garansi membutuhkan invoice. Saya gagal klaim garansi karena invoice fisik sudah pudar, dan invoice tokped sudah hilang. Karena hal ini, saya jadi belanja elektronik di toko oren belakangan ini",2,Negatif
2023-07-14 17:53:08,Aulia Maghribi,History pencarian tidak dapat dihapus* (sebelumnya bisa) dan tombol ' Tandai semua dibaca ' di notifikasi website tidak berguna. Dan tolong buat tombol itu di versi mobile nya * Ada tanda history di sampingnya yang dicari jika kata belum selesai. Misal mencari wortel maka ketika mengetik wor ada icon history,3,Netral
2023-07-14 15:39:53,Mohamad Romli Firdaus,"Saya sebagai costumer merasa dirugikan dengan promk yg ditawarkan, niat mau beli barang dapet diskon 30K, pas dicekout dan dibayar malah muncul keterangan di aplikasi dan email PEMBATALAN karena adanya dugaan penipuan dan manipulasi traksaksi, lah, padahal sy cuma mau pakek promo yg ditawarkan, malah disangka PENIPO dan TUKANGKIBOL. SAKIT ATI GUAA... Wess talah, jangan pakek aplikasi ini. FIX 100% HAPUS DARI HAPE.",1,Negatif
2023-07-14 14:33:21,Wenz Perdana,"Banyak aplikasi belanja cuma satu yg paling gw suka yaitu Tokopedia 👍👍👍 Ratting gw edit,, sekarang belanja kurang asyik ada biaya tambahan biaya aplikasi biaya layanan wajib asuransi,,,, dulu gratis ongkir dapat cashback pula",3,Netral
2023-07-14 14:08:04,Heri Damanik,"Sangat kecewa dengan tokopedi, seler bisa sesuka hati ganti kurir.. yg untung tokopedia.. jadi kecewa nih",1,Negatif
2023-07-14 13:10:15,Risky Setiawanto,Kembalikan tokopedia seperti yang dulu. Gratis ongkir sudah terpakai otomatis dan masih bisa pakai voucher Cashback/diskon.,2,Negatif
2023-07-14 12:45:21,hijazhi aang,"Mau uninstall aja sekarang kalo udah daftar pake nomer lama harus pake nomer lama nyusahin sdgkan nomer lamanya hilang mna mahal ada biaya layanan, biaya app,biaya tf bank dll banyak banget tambahanya mna cashbaknya cuma 200-500 doank trus kurirnya lama lama.. muter"" jabodetabek kadang nyasar",1,Negatif
2023-07-14 12:29:42,Rizky Khairil,"Pengembalian dana lama sekali pada dari sisi seller udh ok dan gak menerima pesana juga harus otomatis , ketika cs konfirmasi juga tidak sesuai dengan apa yg tertera di aplikasi sumpah kecewa banget sama Tokopedia 😊",1,Negatif
2023-07-14 11:37:42,Refaniza Azizah,"Bintang 1 karena ribet, ada pesanan yang dibatalkan oleh sistem dan uangnya masuk saldo tokped terus harus ditarik dulu saldonya ke rek, jadi ribet dan akhirnya kepotong banyak biayanya. Ga kembali spt semula",1,Negatif
2023-07-14 11:19:23,Beny Listanto,"Kurir rekomendasi tokopedia adalah sampah, beli tgl 8 juli estimasi sampai tgl 10/12 juli...sampai hari ini (14 jul) status paket masih menunggu kurir dan status paket tdk pernah update. pakai jasa paket yg bagus donk",1,Negatif
2023-07-14 08:47:19,Syamil,"saya cuma mau komplain, sudah 3bulan ini saya sering pesan barang di tokped dengan gratis ongkir menggunakan sicepat ke daerah Jagakarsa kahfi. dan seringkali barang saya sangat terlambat melibihi waktu estimasi sampai. berbeda dengan ketika saya mengirim ke daerah depok menggunakan gratis ongkir sicepat disana tepat waktu sebagaimana seharusnya. oleh karena itu saya harap agar pihak sicepat Jagakarsa kahfi memperbaiki kualitas pelayanannya agar tidak terjadi lagi hal2 seperti paket gasampe2 dll",3,Netral
2023-07-13 23:33:10,Awaludin Malik,Tolong diberikan fitur untuk memberi ulasan pada jenis kurir atau ekspedisinya juga agar konsumen bisa memilih pengiriman mana yang terbaik,5,Positif
2023-07-13 17:54:44,Wati Ajah,"Kamu pikir aku peduli dan mau menghabiskan uang dengan iming² member platinum yang harus menghabiskan uang sebanyak itu, ongkir nya mahal gk kira² barang nyapek lama",1,Negatif
2023-07-13 16:36:10,I eR (The Doctor Ulin),"Rata - rata hari pengiriman oleh kurir jadi lambat, adanya paket langganan bukan memperbaiki layanan tetapi hanya memperlambat layanan yg tidak berlangganan.",3,Netral
2023-07-13 16:11:18,Muhammad Amien,"Kenapa semakin kesini semakin buruk ya apalagi system perjalanan antar barangnya tidak detail tidak sprti toko sebelah dengan detail siapa yang bawa kurirnya dan sampai mana barang tersebut klw ini diem di tempat aja sytmnya apa orgnya yg eror ,pengirimannya lama selalu di tunda""",1,Negatif
2023-07-13 16:06:24,Aldi Saputra,"Walaupun langganan plus, tapi kurir rekomendasi nya sangat gk rekomended dioper sana sini delaynya lama, jadi gk ada alasan buat lanjut langganan plus, mending bayar pilih kurir sendiri...",2,Negatif
2023-07-13 15:42:52,Anisa Julianti,"tokped nih gimana si gajels bgt, jelas jelas saya udh bayar transaksi tapi malah di cancel gitu aja, trus pas uangnya mau ditarik lagi malah gabisa, minta tanggung jawabnya dong uang saya jadi ngendap disana",1,Negatif
2023-07-13 15:07:19,Farhan Mahadi,"ribet untuk mengembalikan akun, dan sangat ribet dalam pembuatan akun yang mana mengharuskan foto diri bersama ktp.",1,Negatif
2023-07-13 11:33:34,Roni Chasman,"Makin kesini makin kesana,, lama² udah kayak perampok,, diskon pun di hilangkan,,ingin melakukakn pembayaran pbb eror,, di coba berkali² sampe alhirnya diskonnya hilang,, tapi d aplikasi lain tidak seperti dsni",1,Negatif
2023-07-13 10:51:27,Alien Bumi,"Dear Tokopedia, Tolong Revisi prosedur Kurir GTL anda sendiri, Pada aplikasi pesanan saya sudah sampai kemaren malam dengan foto yang hanya Bertuliskan GTL, Kenyataannya Pesanan haru sampe siang ini, Saya harap anda Jangan memberikan data palsu hanya karena anda ingin menutupi keterlambatan pengiriman diluar estimasi. Sekian Makasih 🙏🏻",3,Netral
2023-07-13 10:45:37,Wardani Parakan,Kenapa sih mau cek pembayaran leletnya minta ampun...padahal udah logout...masuk lagi....chache udah di bersihin...masih juga lelet banget mau aktifitas pembayaran...tolong di perbaiki layanannya,2,Negatif
2023-07-13 07:49:30,candra frans,"Bintangnya diturunkan Jadi 2 Karena banyak biaya tambahannya gratis ongkir 20rb nya hanya sekota aja, terus dikasih voucher tagihan kalau digunakan selalu saja gagal udah 2X lebih nih, jadinya sama aja deh .mending gak usah kasih voucher aja deh........",2,Negatif
2023-07-13 07:43:24,Yati Ichlas,"Mengecewakan, saya sbg new user dan pembelian pertama kali malah transaksi saya dibatalkan oleh sistem sehingga promo bebas ongkir hilang begitu saja (pdhl pengguna baru bs mendapat 3x bebas ongkir)",1,Negatif
2023-07-12 23:26:23,Arif Faishal Fadhlih,"turunin dulu bintangnya, bonus afiliator sering tidak dapat, dan skrg banyak biaya tambahan.",3,Netral
2023-07-12 20:14:31,Muhammad Zhafran Wahyudi,"Untuk barang sudah oke,kualitas barang dan sellernya pun bagus,cuman sistem pengantarannya iniloh,LUAMAAAAAAAAAAAAAA BANGETTTTT,mesen dari tanggal 27 juni,eh dicancel di tanggal 6nya,ini saya dah mesen lagi dari tanggal 7 Juli ampe sekarang tanggal 12 Juli blom diterima terima juga barangnya,ni sebenernya make apasi emang ekspedisinya ? Kura kura ?! Ini masalahnya saya dah mesen keitungnya dah dari tanggal 27 Juni loh,kecewa berat sih dengan sistem ekspedisi pengiriman barangnya,bener benerlelet",1,Negatif
2023-07-12 19:09:47,Pengguna Google,"Aplikasi yang sangat mengecewakan. Tidak dapat melakukan komplain terhadap barang yang tiba dalam keadaan rusak. Saya tidak menganjurkan penggunaan aplikasi, karena beresiko mengalami kegagalan kompalin akibat tombol komplain yang tidak berfungsi dengan baik. Tidak ada kompensasi berupa perpanjangan waktu terima otomatis akibat kegagalan aplikasi. Untuk pengiriman barang dengan layanan kurir rekomendasi dari Tokopedia tiba jauh lebih lama dari target tanggal yang diberikan.",1,Negatif
2023-07-12 18:40:38,Boix_ Voker,Gimana ini baru saja nyoba download. Mau pesan barang malah loading di cara pembayaran. Apk apaan ini. Lebih baik di si orange aza deh lebih mudah untuk transaksi. Apk payah,1,Negatif
2023-07-12 13:14:53,azka al habi,Kenapa ya di tokped ini saya dipersulit kalo mau belanja..di halaman tertulis bisa cod tapi pas klik pesan ternyata gak boleh bisa cod..saran saya kalo aplikasi mau rame jangan mempersulit pengguna aplikasi donk..,1,Negatif
2023-07-12 11:36:30,Siwi Larasati,Sy langganan PLUS. Td pagi sy sdh belanja. Siang ini mau belanja lg tp waktu mau bayar ada tulisan: maaf kode promo hanya bisa dipakai satu kali oleh satu pengguna. Apa skrg kalo belanja HARUS sekali sehari? Hhhmmmm...sedang sy pertimbangkan untuk berhenti langganan PLUS !! 😠😠😠,1,Negatif
2023-07-12 10:56:24,Tangguh Mawas Diri,"Dulu senang dengan aplikasi ini ada gratis ongkir per 10 atau 20 ribu setiap awal dan pertengahan bulan sekarang gak ada,adanay minim 50!ditambah barang kurang komplit,pengiriman lama,respon penjual Astaghfirullah entah mereka itu orang atau patung plus waktu akan co banyak banget tambahan biaya udah ongkir paling mahal dibandinh lainya ada biaya tambahan lagi gak heran kalau posisi ke 7 kapan bisa bersaing dengan si oren dan sibiru yang asal singapura itu?? Plissslah",1,Negatif
2023-07-12 09:20:38,Ivan Alem,"Saya beli barang 2nd kaliper brembo 2p seharga 1,75jt , di deskripsi sama foto memang original.. tetapi seller penipu dia kirim barang KW yg 100rban.. saya komplaim dong sama kasih bukti unboxing dan foto pembanding yg ada di deskripsi sm yg di kirim. Penjual menolak dan ngelak bahwa yg dia kirim asli dan menuduh saya memanipulasi paket. Jelas2 penjualnya nipu. Terus admin tokopedia minta bukti tambahan dan keterangan, saya udah upload tuh. Setelah 3 hari gk ada kejelasan duit saya ilang 1,75jt",1,Negatif
2023-07-12 08:19:36,dedi darwis,Perlu perbaikan solusi dr tokopedia care. Sdh 8 hari komplain saya ga da yg menanggapi dr pihak seller dan tokopedia care. Padahal janji nya 7 hari untuk investigasi internal. Barang yg gagal pickup setelah 11 hari masih dalam proses. Ga faham dengan cara fikir nya.,1,Negatif
2023-07-12 03:32:11,deddyes,"Mo jadi buyer atau seller di sini tetep di peres wkwkwk.. sekarang kalo ga kepaksa kaga belanja disini..😛😛,, balik belanja offline lagi lebih hemat .. 👍👍",1,Negatif
2023-07-12 02:51:22,Fernn ID,"Sistem pengiriman yang busuk, pakai rekomendasi dari tokped cuma pengiriman dari sleman ke jatim bisa nyampe seminggu lebih sedangkan saya order di aplikasi sebelah pengiriman dari jakarta ke jatim cuma sampai maks 3 hari (sama-sama menggunakan kurir sicepat).",2,Negatif
2023-07-11 23:02:18,BUDI HARI YONO,"Pembelian/pembayaran melalui CC sangat busuk, terlalu sering gagal,.. Perputaran usaha terhambat dikarekan hal tersebut. Medote pembayaran CC 80% gagal 20% berhasil setelah berpuluh puluh kali coba lagi coba lagi.",2,Negatif
2023-07-11 22:50:40,Muji Fungky,mantap !!! Kalau bisa di update bagian pembelian bisa klik macam macam produk.. yang ada dalam satu keranjang karena yang jual kadang kadang dalam satu kranjang bisa macam macam produk.. dan kita hanya bisa belanja 1 produk saja.. pada hal pengen sekalian beli biar hemat ogkirnya sekalian. Jadi tak perlu beli produk ulang,5,Positif
2023-07-11 21:54:55,Lanna,Saya pake aplikasi ini udah 2 tahun enak dan ringan sangat mudah digunakan buka toko sendiri juga mudah proses pembayarannya,5,Positif
2023-07-11 20:34:49,farhan aulia kamal,"Tokped makin mahal, cashback dan gratis ongkir ga bisa di pakai berbarengan (ga kaya si 2 oren, dan si logo musik dari china), ada biaya penangan, dll. Apakah mau bangkrut? Wkwk. Hati² kalah saing sama apk oren, apk oren yang rangkep jadi hotel, dll dan toko yang logo musik dari china. Jual mahal boleh tapi harus liat kompetitor",1,Negatif
2023-07-11 19:23:33,Peby Dwi Yanuarista,Saya sangat berterima kasih dengan tokopedia krn telah membantu saya dalam mempermudah mencari program kelas dari prakerja. Dan semuanya berjalan dengan lancar dan tanpa ada kendala,5,Positif
2023-07-11 19:17:31,Yusifa Nur Aulia,Dapat penjual pembohong dengan pelayanan tokopedia care yang kurang teliti dalam melihat komplain yang masuk. Uang hilang tak seberapa yang lebih mahal harga diri dianggap bohong sama penjual. Saya sebenarnya bukan orang yang bisa memberi bintang 1 kalau tidak keterlaluan,1,Negatif
2023-07-11 18:55:54,Itsuyoko Michael,"Toko penipu .beli pulsa yg ada promonya gagal terus ,giliran beli yg gk ada promonya baru bisa ajg padahal saldo lebih dari jumlah dana yg ada",1,Negatif
2023-07-11 18:51:38,Khowilli,"Call center tidak ada yg bisa dihubungi. Cs juga sangat lama balasnya. Tidak seperti cs shope fast respon. Saya belanja di tokopedia. Barang yg dikirim tidak sesuai. Dan saya mengajukan pengembalian barang, namun uang yg dikembalikan tidak sesuai. Saya belanja 732.000 termasuk ongkir. Namun yg akan dikembalikan hanya 669.000. Dan saya pembeli yg harus menanggung ongkir karna kesalahan/kesengajaan penjual dalam mengirim barang. Kapok saya belanja disini. Terima kasih.",2,Negatif
2023-07-11 18:21:54,Mr games Luwes blora,"tidak mengecewakan pembeli pokoknya. selama aku beli do toko pedia brg selalu sesuai. meskipun pernah tidak di respon sekali di salah satu toko krn brg'y kosong, tp bisa di refund dan saldo refound'y bisa buat belanja yg lain gak pakai ribet.",5,Positif
2023-07-11 15:52:07,Heryadi Ramadhan,"saya pemula tapi saya kasih bintang 5,krn tokopedia sangat membantu dan sangat mudah dalam bertransaksi menggunakan tokopedia card... mudah-mudahan tokopedia kedepannya lebih baik dan menjadi kebanggaan masyarakat👍👍👍",5,Positif
2023-07-11 14:22:24,Jean Nur Fachir (Yaan'z),"Tokopedia udah ga worth it lagi sih, ga kayak dulu, dulu ada bebas ongkir 40 rebu minimal belanja 40 rebu, dan bahkan bebas ongkir 40rebu dengan minimal belanja 20 rebu. Dan sekarang gue dh ga pernah pakai aplikasi Toped ini karna skrng harus belanja 40 rebu itupun diskon ongkir nya 20 rebu, kalau mau diskon ongkir 40 rebu harus Co di atas 120 rebu. Sekarang sya pakai APLIKASI SHOOPE YANG LEBIH MURAH ONGKIR DENGANN MINUMAL BELANJA 0 RUPIAH. AYO PINDAH TEMEN² BIAR ONGKIR NYA DIBUAT KYK DULU LAGII",1,Negatif
2023-07-11 13:33:51,nafi novi,"Saya pengguna baru,kecewa!! Tes beli pulsa,ada tawaran voucher trus dipakai bayar pakai ovo sukses bayar tapi dana dikembalikan, tes bayar lewat Alfamart sukses tapi dana dikembalikan lagi tariknya harus rek bank lagi. Saran saya kalau metode pembayaran tdk diijinkan berilah keterangan/di stop,jangan lanjut bayar saja,seperti apl amatiran sangat menyusahkan!!",2,Negatif
2023-07-11 13:25:20,Yusrizal Ibrahim,"Toko online parah. Sebulan barang gak dikirim, dikomplain udah. 7 tetap gak jelas. 1 bulan barang gak kejelesan, di balikin duit kagak, barang gak dikirim",1,Negatif
2023-07-11 11:24:35,Saha Lahani,Buat teman2 yang mau menggunakan aplikasi ini tolong pikir pikir dulu... Pelayanan di aplikasi ini sangat sangat buruk... Bahkan uang sedikit aja sangat sulit di kembalikan... Terlalu bertele2... Saran saya pikir2 dulu baru menggunakan aplikasi ini... Cukup saya yg di persulit.,1,Negatif
2023-07-11 09:20:54,Sutiyono eko,"sangat bagus,terintegrasi kemanapun dan banyak pilihan layanan yang tersedia. jangan ragu install aplikasi tokped nya dan gunakan sesuai kebutuhanmu.",5,Positif
2023-07-11 08:49:43,Maya Nur Hikmah,"Solusi kalo lagi butuh cepet, tapi sistem toped nownya balikin lagi spt semula dong, karna sekarang utk dapat free ongkir instant minimum pembeliannya terlalu besar buat saya yang kebutuhannya gak terlalu banyak hehe :)",5,Positif
2023-07-11 05:57:42,Ikhwanul Halim,"Update:110723,ongkir Tokped dah mahalx ya? +- 2x lipat, Gratis ongkir pun ditipu, gak sesuai harganya, waktu checkout, gila gilaan harganya, asuransi, proteksi, biaya layanan,biaya aplikasi, padahal saya langganan, rutin belanja, tapi kalau begini, saya pikir2 belanja disini, kecewa, ada apa dengan Tokped!!!??? Apa memang rencana mau dibangkrutkan? jd dimahalin aja semua gitu? Maunya disetiain, tapi malah jual mahal sama konsumen, gimana ini? parah sih ini",1,Negatif
2023-07-11 03:51:10,Kris Jazz,"Tadinya ngasih b5, sekarang saya ubah b1 karena kebijakan2 topedia sekarang sangat tidak ramah kepada penjual terutama penjual kecil dan dropshipper. Trafik sepi larinya ke official store dan toko2 yg berstatus dilayani tokopedia saja, mereka berdua dianak emaskan. Belum lagi fitur skor produk bikin mules, keterangannya judul produk tidak memenuhi syarat tp gak bisa dirubah. Kalo gini terus auto tutup toko dan fokus ke shopee dan lazada aja.",1,Negatif
2023-07-10 23:53:24,Kirana Sesilia,"terima kasih Tokopedia telah menjadi platfrom prakerja sukses selalu transaksi di Tokopedia sangat cepat dan di permudah,,,,sukses selalu tokopedia",5,Positif
2023-07-10 20:53:16,Djastian M,"paling lancar selain toko oren, kalo bisa lebih banyak lagi promo ptongan harganya karena tiktokshop saat ini",4,Netral
2023-07-10 20:15:40,Varrel Aumilean Ramansya,"Katanya dapat ongkir kalau minimal belanja dengan harga sekian, pas barang ud sesuai syarat tapi pas check out voucher ongkirnya malah ilang g bisa d pake",1,Negatif
2023-07-10 19:47:58,Sakit Jiwa,"Mending toped tutup aja deh apa2 sdh gak bagus dari penjual sampai penanganan masalah,sering gak di proses pesanan,pesanan sering bermasalah,ongkir makin mahal ada tambahan ini dan itu pokoknya gak bgt deh belanja di toped skrng tadinya suka belanja di sini lama2 makin ke sini makin jelek,tolong di perbaikilah jgn seperti ini",1,Negatif
2023-07-10 15:20:27,Dion Diona,"Tokopedia tolong diperketat lagi untuk toko2 yang jam prosesnya tidak sesuai,tulisannya proses 3 jam besoknya masih proses lagi (GIMANA SIH)blum nanti lagi dibagian pengirimannya,gak kaya tahun2 lalu,sekarang malah tambah lama.",5,Positif
